n,plus,multi,square,compare
2552,4.3e-05,4.3e-05,9.4e-05,4.4e-05
2553,4.1e-05,4.3e-05,9.6e-05,4.4e-05
2554,4e-05,4.2e-05,9.5e-05,4.4e-05
2555,4e-05,4.3e-05,9.2e-05,4.4e-05
2556,4.1e-05,4.2e-05,9.4e-05,4.4e-05
2557,4.6e-05,4.3e-05,9.1e-05,4.4e-05
2558,4e-05,4.3e-05,9.4e-05,4.9e-05
2559,4.1e-05,4.3e-05,9.4e-05,4.5e-05
2560,4.1e-05,4.2e-05,9.5e-05,4.4e-05
2561,4.1e-05,4.4e-05,9.2e-05,4.4e-05
2562,4.4e-05,4.3e-05,0.000101,4.4e-05
2563,4.1e-05,4.3e-05,9.4e-05,4.5e-05
2564,4.1e-05,4.4e-05,9.3e-05,4.4e-05
2565,4.1e-05,4.3e-05,9.2e-05,4.4e-05
2566,4e-05,4.3e-05,9.3e-05,4.4e-05
2567,4e-05,4.9e-05,9.2e-05,4.4e-05
2568,4.1e-05,4.4e-05,9.4e-05,4.5e-05
2569,4e-05,4.3e-05,9.3e-05,4.4e-05
2570,4e-05,4.2e-05,9.3e-05,4.4e-05
2571,4.1e-05,4.3e-05,9.8e-05,4.4e-05
2572,4e-05,4.3e-05,9.5e-05,4.5e-05
2573,4.1e-05,4.3e-05,9.2e-05,4.4e-05
2574,4e-05,4.3e-05,9.4e-05,5.1e-05
2575,4.7e-05,4.3e-05,9.4e-05,4.5e-05
2576,4.1e-05,4.3e-05,9.5e-05,4.4e-05
2577,4e-05,4.3e-05,9.4e-05,4.4e-05
2578,4e-05,4.3e-05,9.5e-05,4.4e-05
2579,4.1e-05,4.4e-05,9.2e-05,4.4e-05
2580,4e-05,4.2e-05,9.8e-05,4.4e-05
2581,4.1e-05,4.3e-05,9.3e-05,4.4e-05
2582,4e-05,4.4e-05,9.4e-05,4.4e-05
2583,4e-05,4.3e-05,9.4e-05,4.5e-05
2584,4.1e-05,4.3e-05,9.5e-05,4.4e-05
2585,4e-05,4.4e-05,9.4e-05,4.4e-05
2586,4.1e-05,4.4e-05,9.5e-05,4.4e-05
2587,4.1e-05,4.3e-05,9.4e-05,4.4e-05
2588,4e-05,4.4e-05,9.5e-05,4.4e-05
2589,4.1e-05,4.3e-05,9.9e-05,4.4e-05
2590,4e-05,4.3e-05,9.6e-05,5.1e-05
2591,4.1e-05,4.3e-05,9.4e-05,4.5e-05
2592,4.1e-05,4.3e-05,9.6e-05,4.4e-05
2593,4.6e-05,4.3e-05,9.3e-05,4.4e-05
2594,4.2e-05,4.3e-05,9.3e-05,4.5e-05
2595,4.1e-05,4.3e-05,9.4e-05,4.4e-05
2596,4e-05,4.3e-05,9.6e-05,4.4e-05
2597,4.1e-05,4.3e-05,9.3e-05,4.4e-05
2598,4.1e-05,4.3e-05,0.0001,4.5e-05
2599,4e-05,4.4e-05,9.5e-05,4.5e-05
2600,4.4e-05,4.3e-05,9.5e-05,4.4e-05
2601,4.1e-05,4.3e-05,9.5e-05,4.5e-05
2602,4.1e-05,4.9e-05,9.5e-05,4.5e-05
2603,4.1e-05,4.3e-05,9.5e-05,4.4e-05
2604,4e-05,4.4e-05,9.5e-05,4.5e-05
2605,4e-05,4.4e-05,9.4e-05,4.4e-05
2606,4.2e-05,4.3e-05,9.6e-05,5e-05
2607,4e-05,4.4e-05,0.0001,4.5e-05
2608,4.1e-05,4.3e-05,9.7e-05,4.5e-05
2609,4e-05,4.4e-05,9.4e-05,4.5e-05
2610,4.1e-05,4.3e-05,9.6e-05,4.4e-05
2611,4.6e-05,4.3e-05,9.5e-05,4.5e-05
2612,4.2e-05,4.4e-05,9.7e-05,4.4e-05
2613,4.1e-05,4.3e-05,9.5e-05,4.4e-05
2614,4.1e-05,4.4e-05,9.6e-05,4.5e-05
2615,4.1e-05,4.3e-05,9.6e-05,4.5e-05
2616,4.1e-05,4.4e-05,0.000101,4.4e-05
2617,4.1e-05,4.4e-05,9.5e-05,4.4e-05
2618,4.1e-05,4.3e-05,9.4e-05,4.5e-05
2619,4.1e-05,4.8e-05,9.3e-05,4.5e-05
2620,4.1e-05,4.4e-05,9.5e-05,4.5e-05
2621,4.1e-05,4.4e-05,9.5e-05,4.4e-05
2622,4.1e-05,4.3e-05,9.7e-05,4.6e-05
2623,4.1e-05,4.4e-05,9.5e-05,4.4e-05
2624,4.1e-05,4.3e-05,9.5e-05,4.5e-05
2625,4.1e-05,4.3e-05,9.8e-05,4.4e-05
2626,4e-05,4.4e-05,9.4e-05,4.4e-05
2627,4.1e-05,4.3e-05,9.5e-05,4.5e-05
2628,4e-05,4.4e-05,9.6e-05,4.5e-05
2629,4e-05,4.3e-05,9.5e-05,4.5e-05
2630,4.2e-05,4.4e-05,9.6e-05,4.5e-05
2631,4.1e-05,4.4e-05,9.6e-05,4.5e-05
2632,4.2e-05,4.3e-05,9.7e-05,4.4e-05
2633,4.1e-05,4.3e-05,9.5e-05,4.4e-05
2634,4.1e-05,4.4e-05,9.7e-05,4.5e-05
2635,4.1e-05,4.3e-05,9.5e-05,4.5e-05
2636,4.1e-05,4.3e-05,9.7e-05,4.5e-05
2637,4.2e-05,4.5e-05,9.5e-05,4.5e-05
2638,4.1e-05,4.3e-05,9.5e-05,4.6e-05
2639,4.2e-05,4.3e-05,9.4e-05,4.5e-05
2640,4.1e-05,4.3e-05,9.5e-05,4.4e-05
2641,4.1e-05,4.4e-05,9.3e-05,4.4e-05
2642,4.1e-05,4.4e-05,0.000101,4.4e-05
2643,4.2e-05,4.3e-05,9.7e-05,4.4e-05
2644,4.1e-05,4.3e-05,9.8e-05,4.5e-05
2645,4.1e-05,4.3e-05,9.4e-05,4.5e-05
2646,4.1e-05,4.4e-05,9.7e-05,4.5e-05
2647,4.6e-05,4.4e-05,9.6e-05,4.5e-05
2648,4.3e-05,4.4e-05,9.7e-05,4.5e-05
2649,4.1e-05,4.4e-05,9.6e-05,4.5e-05
2650,4.1e-05,4.4e-05,9.6e-05,4.5e-05
2651,4.1e-05,4.4e-05,0.000102,4.4e-05
2652,4.1e-05,4.3e-05,0.0001,4.5e-05
2653,4.1e-05,4.3e-05,9.7e-05,5.1e-05
2654,4.1e-05,4.5e-05,9.8e-05,4.7e-05
2655,4.1e-05,4.3e-05,9.6e-05,4.4e-05
2656,4.1e-05,4.3e-05,9.9e-05,4.5e-05
2657,4.1e-05,4.4e-05,9.6e-05,4.6e-05
2658,4.1e-05,4.4e-05,9.7e-05,4.5e-05
2659,4.1e-05,4.4e-05,9.6e-05,4.5e-05
2660,4.2e-05,4.3e-05,0.000103,4.4e-05
2661,4.1e-05,4.4e-05,9.6e-05,4.5e-05
2662,4.1e-05,4.4e-05,9.7e-05,4.5e-05
2663,4.1e-05,4.4e-05,9.7e-05,4.5e-05
2664,4.5e-05,4.4e-05,9.7e-05,4.5e-05
2665,4.8e-05,4.4e-05,9.6e-05,4.5e-05
2666,4.2e-05,4.4e-05,9.7e-05,4.5e-05
2667,4.1e-05,4.4e-05,9.7e-05,4.5e-05
2668,4.2e-05,4.4e-05,9.7e-05,4.5e-05
2669,4.1e-05,4.3e-05,9.7e-05,5e-05
2670,4.1e-05,4.4e-05,9.7e-05,4.5e-05
2671,4.2e-05,4.9e-05,9.8e-05,4.6e-05
2672,4.1e-05,4.4e-05,0.0001,4.5e-05
2673,4.2e-05,4.5e-05,9.7e-05,4.5e-05
2674,4.2e-05,4.4e-05,9.8e-05,4.6e-05
2675,4.1e-05,4.4e-05,9.7e-05,4.5e-05
2676,4.1e-05,4.3e-05,9.9e-05,4.5e-05
2677,4.1e-05,4.4e-05,0.000102,4.5e-05
2678,4.1e-05,4.4e-05,9.9e-05,4.5e-05
2679,4.2e-05,4.4e-05,9.8e-05,4.5e-05
2680,4.1e-05,4.4e-05,9.9e-05,4.6e-05
2681,4.1e-05,4.4e-05,9.6e-05,4.5e-05
2682,4.1e-05,4.4e-05,9.8e-05,4.5e-05
2683,4.9e-05,4.4e-05,9.8e-05,4.5e-05
2684,4.1e-05,4.4e-05,9.9e-05,5e-05
2685,4.1e-05,4.4e-05,9.6e-05,4.6e-05
2686,4.1e-05,4.4e-05,0.000104,4.5e-05
2687,4.1e-05,4.5e-05,9.9e-05,4.6e-05
2688,4.2e-05,4.9e-05,9.9e-05,4.6e-05
2689,4.2e-05,4.4e-05,9.6e-05,4.5e-05
2690,4.2e-05,4.4e-05,9.7e-05,4.6e-05
2691,4.2e-05,4.4e-05,9.7e-05,4.5e-05
2692,4.2e-05,4.4e-05,9.9e-05,4.5e-05
2693,4.2e-05,4.4e-05,9.8e-05,4.5e-05
2694,4.2e-05,4.5e-05,0.000103,4.5e-05
2695,4.2e-05,4.5e-05,9.9e-05,4.6e-05
2696,4.2e-05,4.4e-05,0.0001,4.6e-05
2697,4.2e-05,4.4e-05,9.6e-05,4.5e-05
2698,4.2e-05,4.4e-05,9.9e-05,4.6e-05
2699,4.2e-05,4.4e-05,9.8e-05,4.6e-05
2700,4.2e-05,4.4e-05,9.7e-05,5.1e-05
2701,4.7e-05,4.4e-05,9.6e-05,4.6e-05
2702,4.3e-05,4.4e-05,9.9e-05,4.6e-05
2703,4.2e-05,4.4e-05,0.000105,4.7e-05
2704,4.2e-05,4.4e-05,0.000101,4.5e-05
2705,4.1e-05,5e-05,9.7e-05,4.5e-05
2706,4.2e-05,4.5e-05,9.9e-05,4.5e-05
2707,4.2e-05,4.5e-05,9.6e-05,4.6e-05
2708,4.2e-05,4.4e-05,9.8e-05,4.6e-05
2709,4.2e-05,4.4e-05,9.6e-05,4.5e-05
2710,4.2e-05,4.4e-05,9.9e-05,4.5e-05
2711,4.2e-05,4.4e-05,9.9e-05,4.5e-05
2712,4.1e-05,4.4e-05,0.000101,4.5e-05
2713,4.2e-05,4.4e-05,9.7e-05,4.5e-05
2714,4.2e-05,4.4e-05,9.9e-05,4.5e-05
2715,4.3e-05,4.4e-05,9.9e-05,5.1e-05
2716,4.2e-05,4.4e-05,0.000101,4.8e-05
2717,4.2e-05,4.4e-05,9.9e-05,4.5e-05
2718,4.6e-05,4.5e-05,0.0001,4.6e-05
2719,4.2e-05,4.5e-05,0.0001,4.6e-05
2720,4.2e-05,4.5e-05,0.000105,4.6e-05
2721,4.2e-05,4.5e-05,9.9e-05,4.6e-05
2722,4.2e-05,4.6e-05,0.0001,4.5e-05
2723,4.2e-05,4.5e-05,9.8e-05,4.6e-05
2724,4.2e-05,4.5e-05,0.0001,4.6e-05
2725,4.2e-05,4.4e-05,9.9e-05,4.5e-05
2726,4.2e-05,4.5e-05,0.0001,4.6e-05
2727,4.2e-05,4.5e-05,0.0001,4.5e-05
2728,4.5e-05,4.5e-05,0.000101,4.6e-05
2729,4.3e-05,4.4e-05,0.000101,4.6e-05
2730,4.2e-05,4.5e-05,0.0001,4.5e-05
2731,4.2e-05,4.4e-05,0.0001,4.7e-05
2732,4.2e-05,4.5e-05,0.000101,4.6e-05
2733,4.2e-05,4.5e-05,0.0001,4.6e-05
2734,4.2e-05,4.4e-05,0.0001,4.5e-05
2735,4.2e-05,4.5e-05,9.8e-05,4.6e-05
2736,4.7e-05,4.5e-05,0.0001,4.6e-05
2737,4.2e-05,4.5e-05,0.000103,4.6e-05
2738,4.2e-05,5e-05,0.0001,4.6e-05
2739,4.3e-05,4.6e-05,9.9e-05,4.6e-05
2740,4.3e-05,4.4e-05,0.000101,4.6e-05
2741,4.3e-05,4.5e-05,0.000101,4.6e-05
2742,4.2e-05,4.4e-05,0.000102,4.6e-05
2743,4.2e-05,4.5e-05,0.000101,4.6e-05
2744,4.2e-05,4.5e-05,0.000102,4.6e-05
2745,4.3e-05,4.4e-05,0.000105,4.6e-05
2746,4.2e-05,4.5e-05,0.000103,5.1e-05
2747,4.3e-05,4.4e-05,0.000101,4.6e-05
2748,4.5e-05,4.5e-05,0.000106,4.6e-05
2749,4.2e-05,4.4e-05,0.000101,4.6e-05
2750,4.2e-05,4.5e-05,0.000102,4.6e-05
2751,4.2e-05,4.5e-05,0.000101,4.6e-05
2752,4.2e-05,4.4e-05,0.000102,4.6e-05
2753,4.6e-05,4.5e-05,0.0001,4.6e-05
2754,4.3e-05,4.5e-05,0.000106,4.6e-05
2755,4.2e-05,5e-05,0.0001,4.6e-05
2756,4.2e-05,4.5e-05,0.000102,4.7e-05
2757,4.2e-05,4.5e-05,0.0001,4.6e-05
2758,4.2e-05,4.5e-05,0.000101,4.7e-05
2759,4.2e-05,4.5e-05,0.000101,4.6e-05
2760,4.3e-05,4.5e-05,0.000103,4.6e-05
2761,4.3e-05,4.5e-05,0.0001,5.1e-05
2762,4.3e-05,4.5e-05,0.000106,4.8e-05
2763,4.3e-05,4.5e-05,0.000102,4.7e-05
2764,4.2e-05,4.5e-05,0.000103,4.7e-05
2765,4.3e-05,4.5e-05,0.000102,4.6e-05
2766,4.3e-05,4.5e-05,0.000103,4.6e-05
2767,4.2e-05,4.5e-05,0.0001,4.6e-05
2768,4.3e-05,4.5e-05,0.000101,4.6e-05
2769,4.2e-05,4.5e-05,0.0001,4.6e-05
2770,4.3e-05,4.5e-05,0.000104,4.6e-05
2771,4.9e-05,4.5e-05,9.9e-05,4.7e-05
2772,4.3e-05,5e-05,0.0001,4.7e-05
2773,4.2e-05,4.5e-05,9.9e-05,4.6e-05
2774,4.2e-05,4.5e-05,0.000101,4.6e-05
2775,4.2e-05,4.6e-05,0.0001,4.6e-05
2776,4.3e-05,4.5e-05,0.000103,4.7e-05
2777,4.2e-05,4.5e-05,0.000101,4.9e-05
2778,4.2e-05,4.5e-05,0.000102,4.7e-05
2779,4.2e-05,4.5e-05,0.000107,4.6e-05
2780,4.3e-05,4.5e-05,0.000104,4.6e-05
2781,4.3e-05,4.5e-05,0.0001,4.7e-05
2782,4.5e-05,4.5e-05,0.000103,4.6e-05
2783,4.3e-05,4.5e-05,0.000103,4.6e-05
2784,4.3e-05,4.5e-05,0.000104,4.7e-05
2785,4.3e-05,4.5e-05,0.000102,4.6e-05
2786,4.3e-05,4.5e-05,0.000103,4.6e-05
2787,4.2e-05,4.5e-05,0.000107,4.7e-05
2788,4.8e-05,5e-05,0.000104,4.6e-05
2789,4.2e-05,4.6e-05,0.000101,4.6e-05
2790,4.3e-05,4.5e-05,0.000101,4.7e-05
2791,4.2e-05,4.5e-05,0.000103,4.6e-05
2792,4.6e-05,4.5e-05,0.000104,5.2e-05
2793,4.4e-05,4.5e-05,0.000103,4.7e-05
2794,4.2e-05,4.5e-05,0.000103,4.6e-05
2795,4.3e-05,4.6e-05,0.000106,4.7e-05
2796,4.3e-05,4.5e-05,0.000105,4.6e-05
2797,4.3e-05,4.5e-05,0.000102,4.7e-05
2798,4.3e-05,4.6e-05,0.000104,4.6e-05
2799,4.2e-05,4.5e-05,0.000103,4.7e-05
2800,4.3e-05,4.5e-05,0.000103,4.6e-05
2801,4.3e-05,4.5e-05,9.9e-05,4.7e-05
2802,4.3e-05,4.5e-05,0.000102,4.6e-05
2803,4.3e-05,4.5e-05,0.000101,4.7e-05
2804,4.3e-05,4.5e-05,0.000105,4.6e-05
2805,4.7e-05,5.2e-05,0.0001,4.7e-05
2806,4.4e-05,4.5e-05,0.0001,4.7e-05
2807,4.3e-05,4.6e-05,9.8e-05,5.1e-05
2808,4.3e-05,4.5e-05,0.000102,4.7e-05
2809,4.3e-05,4.5e-05,0.0001,4.6e-05
2810,4.2e-05,4.5e-05,0.000102,4.7e-05
2811,4.3e-05,4.6e-05,0.000101,4.6e-05
2812,4.2e-05,4.6e-05,0.000108,4.7e-05
2813,4.3e-05,4.6e-05,0.0001,4.6e-05
2814,4.3e-05,4.5e-05,0.000102,4.6e-05
2815,5e-05,4.5e-05,0.000101,4.7e-05
2816,4.3e-05,4.6e-05,0.000102,4.7e-05
2817,4.3e-05,4.5e-05,0.0001,4.7e-05
2818,4.3e-05,4.5e-05,9.9e-05,4.7e-05
2819,4.3e-05,4.5e-05,9.8e-05,4.7e-05
2820,4.3e-05,4.6e-05,0.000107,4.7e-05
2821,4.3e-05,5e-05,0.000101,4.7e-05
2822,4.8e-05,4.7e-05,0.000102,5.2e-05
2823,4.6e-05,4.5e-05,0.000101,4.7e-05
2824,4.4e-05,4.6e-05,0.000101,4.7e-05
2825,4.4e-05,4.5e-05,9.9e-05,4.9e-05
2826,4.3e-05,4.6e-05,0.000102,4.6e-05
2827,4.3e-05,4.5e-05,0.000101,4.7e-05
2828,4.3e-05,4.6e-05,0.000103,4.7e-05
2829,4.3e-05,4.5e-05,0.000102,4.7e-05
2830,4.3e-05,4.5e-05,0.0001,4.7e-05
2831,4.3e-05,4.6e-05,0.0001,4.7e-05
2832,4.3e-05,4.6e-05,0.000103,4.7e-05
2833,4.3e-05,4.6e-05,0.0001,4.6e-05
2834,4.3e-05,4.6e-05,0.000102,4.7e-05
2835,4.3e-05,4.5e-05,0.000102,4.6e-05
2836,4.3e-05,4.6e-05,0.000102,4.7e-05
2837,4.3e-05,4.6e-05,0.000106,5.3e-05
2838,4.4e-05,5e-05,0.000101,4.9e-05
2839,4.3e-05,4.5e-05,0.000101,4.7e-05
2840,4.5e-05,4.5e-05,0.000103,4.7e-05
2841,4.3e-05,4.6e-05,0.000101,4.6e-05
2842,4.3e-05,4.6e-05,0.000103,4.6e-05
2843,4.4e-05,4.6e-05,0.0001,4.7e-05
2844,4.4e-05,4.6e-05,0.000102,4.7e-05
2845,4.3e-05,4.6e-05,0.000107,4.7e-05
2846,4.3e-05,4.6e-05,0.000103,4.7e-05
2847,4.3e-05,4.6e-05,0.000103,4.7e-05
2848,4.6e-05,4.6e-05,0.000104,4.7e-05
2849,4.4e-05,4.6e-05,0.000102,4.7e-05
2850,4.3e-05,4.6e-05,0.000102,4.7e-05
2851,4.3e-05,4.6e-05,0.000101,4.6e-05
2852,4.4e-05,4.5e-05,0.000103,5.2e-05
2853,4.3e-05,4.6e-05,0.000108,4.7e-05
2854,4.3e-05,5.2e-05,0.000105,4.7e-05
2855,4.7e-05,4.6e-05,0.000101,4.7e-05
2856,4.8e-05,4.5e-05,0.000103,4.7e-05
2857,4.4e-05,4.6e-05,0.000101,4.7e-05
2858,4.4e-05,4.7e-05,0.000101,4.7e-05
2859,4.3e-05,4.6e-05,0.0001,4.7e-05
2860,4.3e-05,4.6e-05,0.000104,4.7e-05
2861,4.4e-05,4.6e-05,0.000102,4.7e-05
2862,4.3e-05,4.6e-05,0.000108,4.7e-05
2863,4.4e-05,4.6e-05,0.000102,4.7e-05
2864,4.3e-05,4.6e-05,0.000104,4.7e-05
2865,4.3e-05,4.6e-05,0.000102,4.7e-05
2866,4.4e-05,4.6e-05,0.000103,4.7e-05
2867,4.3e-05,4.7e-05,0.0001,5.2e-05
2868,4.3e-05,4.6e-05,0.000104,4.7e-05
2869,4.3e-05,4.6e-05,0.0001,4.7e-05
2870,4.4e-05,5.1e-05,0.000106,4.8e-05
2871,4.3e-05,4.7e-05,0.000104,4.7e-05
2872,4.4e-05,4.6e-05,0.000103,4.8e-05
2873,4.7e-05,4.7e-05,0.0001,4.7e-05
2874,4.4e-05,4.6e-05,0.000101,4.8e-05
2875,4.3e-05,4.6e-05,0.000101,4.7e-05
2876,4.4e-05,4.6e-05,0.000102,4.7e-05
2877,4.4e-05,4.6e-05,0.000101,4.7e-05
2878,4.3e-05,4.6e-05,0.000109,4.7e-05
2879,4.4e-05,4.6e-05,0.000105,4.8e-05
2880,4.4e-05,4.6e-05,0.000106,4.7e-05
2881,4.4e-05,4.6e-05,0.000101,4.7e-05
2882,4.4e-05,4.6e-05,0.000103,5.4e-05
2883,4.3e-05,4.6e-05,0.000102,4.7e-05
2884,4.3e-05,4.6e-05,0.000105,4.8e-05
2885,4.4e-05,4.6e-05,0.000103,4.9e-05
2886,4.7e-05,4.6e-05,0.000114,4.7e-05
2887,4.4e-05,4.7e-05,0.000105,4.7e-05
2888,4.4e-05,4.7e-05,0.000105,4.7e-05
2889,4.4e-05,4.6e-05,0.000103,4.7e-05
2890,4.9e-05,4.7e-05,0.000104,4.8e-05
2891,4.4e-05,4.7e-05,0.000103,4.8e-05
2892,4.4e-05,4.6e-05,0.000105,4.8e-05
2893,4.4e-05,4.6e-05,0.000104,4.7e-05
2894,4.4e-05,4.7e-05,0.00011,4.7e-05
2895,4.4e-05,4.6e-05,0.000106,4.8e-05
2896,4.4e-05,4.6e-05,0.000105,4.7e-05
2897,4.4e-05,4.7e-05,0.000103,5.2e-05
2898,4.3e-05,4.6e-05,0.000104,4.8e-05
2899,4.3e-05,4.6e-05,0.000105,4.7e-05
2900,4.5e-05,4.7e-05,0.000106,4.7e-05
2901,4.4e-05,4.6e-05,0.000104,4.7e-05
2902,4.4e-05,4.6e-05,0.000105,4.7e-05
2903,4.4e-05,4.8e-05,0.000106,4.8e-05
2904,4.4e-05,4.7e-05,0.000106,4.8e-05
2905,4.4e-05,4.6e-05,0.000104,4.8e-05
2906,4.4e-05,4.6e-05,0.000106,4.8e-05
2907,5e-05,4.7e-05,0.000105,4.8e-05
2908,4.6e-05,4.7e-05,0.000106,4.8e-05
2909,4.4e-05,4.7e-05,0.000105,4.8e-05
2910,4.4e-05,4.6e-05,0.000106,4.8e-05
2911,4.4e-05,4.6e-05,0.000107,4.7e-05
2912,4.4e-05,4.7e-05,0.000107,4.9e-05
2913,4.4e-05,4.7e-05,0.000104,4.8e-05
2914,4.4e-05,4.7e-05,0.000106,4.8e-05
2915,4.4e-05,4.6e-05,0.000105,4.8e-05
2916,4.4e-05,4.6e-05,0.000106,4.7e-05
2917,4.4e-05,4.7e-05,0.000105,4.7e-05
2918,4.4e-05,4.7e-05,0.000106,4.8e-05
2919,4.7e-05,5.2e-05,0.000106,4.8e-05
2920,4.4e-05,4.6e-05,0.000107,4.8e-05
2921,4.4e-05,4.6e-05,0.000103,4.8e-05
2922,4.4e-05,4.6e-05,0.000106,4.7e-05
2923,4.3e-05,4.6e-05,0.000106,4.8e-05
2924,4.9e-05,4.7e-05,0.000106,4.8e-05
2925,4.5e-05,4.6e-05,0.000106,4.8e-05
2926,4.4e-05,4.6e-05,0.000106,4.8e-05
2927,4.4e-05,4.6e-05,0.000107,4.9e-05
2928,4.4e-05,4.7e-05,0.000107,4.8e-05
2929,4.5e-05,4.7e-05,0.000105,4.8e-05
2930,4.4e-05,4.7e-05,0.000106,4.8e-05
2931,4.5e-05,4.7e-05,0.000106,4.8e-05
2932,4.4e-05,4.7e-05,0.000108,4.8e-05
2933,4.4e-05,4.7e-05,0.000105,4.8e-05
2934,4.4e-05,4.6e-05,0.000106,4.8e-05
2935,4.4e-05,5.2e-05,0.000107,4.8e-05
2936,4.4e-05,4.7e-05,0.000108,4.8e-05
2937,4.4e-05,4.6e-05,0.000105,4.8e-05
2938,4.4e-05,4.7e-05,0.000107,4.8e-05
2939,4.4e-05,4.7e-05,0.000107,4.8e-05
2940,4.4e-05,4.7e-05,0.000106,4.7e-05
2941,4.5e-05,4.6e-05,0.000103,5.4e-05
2942,4.4e-05,4.7e-05,0.000107,4.9e-05
2943,4.5e-05,4.7e-05,0.000108,4.7e-05
2944,4.5e-05,4.7e-05,0.000108,4.9e-05
2945,4.4e-05,4.7e-05,0.000104,4.8e-05
2946,4.5e-05,4.7e-05,0.000107,4.8e-05
2947,4.4e-05,4.7e-05,0.000106,4.8e-05
2948,4.4e-05,4.7e-05,0.000107,4.8e-05
2949,4.4e-05,4.7e-05,0.000105,4.8e-05
2950,4.5e-05,4.7e-05,0.000112,4.8e-05
2951,4.4e-05,5.2e-05,0.000106,4.8e-05
2952,4.5e-05,4.7e-05,0.000107,4.8e-05
2953,4.4e-05,4.7e-05,0.000104,4.8e-05
2954,4.4e-05,4.7e-05,0.000105,4.8e-05
2955,4.4e-05,4.7e-05,0.000107,4.8e-05
2956,4.5e-05,4.7e-05,0.000109,5.3e-05
2957,4.9e-05,4.7e-05,0.000107,4.9e-05
2958,4.5e-05,4.7e-05,0.000113,4.8e-05
2959,4.5e-05,4.7e-05,0.000108,4.8e-05
2960,4.5e-05,4.7e-05,0.000109,4.8e-05
2961,4.4e-05,4.7e-05,0.000106,4.8e-05
2962,4.4e-05,4.7e-05,0.000108,4.8e-05
2963,4.5e-05,4.7e-05,0.000107,4.8e-05
2964,4.5e-05,4.7e-05,0.000108,4.8e-05
2965,4.5e-05,4.8e-05,0.000104,4.8e-05
2966,4.5e-05,4.7e-05,0.000113,4.8e-05
2967,4.5e-05,4.8e-05,0.000107,4.8e-05
2968,4.5e-05,4.7e-05,0.000107,4.8e-05
2969,4.5e-05,4.7e-05,0.000104,4.9e-05
2970,4.5e-05,4.8e-05,0.000108,4.8e-05
2971,4.5e-05,4.7e-05,0.000106,4.9e-05
2972,4.5e-05,4.7e-05,0.000107,4.8e-05
2973,4.5e-05,4.7e-05,0.000108,4.8e-05
2974,5e-05,4.7e-05,0.000114,4.8e-05
2975,4.5e-05,4.8e-05,0.000108,4.9e-05
2976,4.5e-05,4.7e-05,0.000111,4.9e-05
2977,4.4e-05,4.7e-05,0.000105,4.8e-05
2978,4.4e-05,4.7e-05,0.000108,4.8e-05
2979,4.5e-05,4.8e-05,0.000105,4.8e-05
2980,4.4e-05,4.7e-05,0.000107,4.9e-05
2981,4.5e-05,4.7e-05,0.000107,4.8e-05
2982,4.4e-05,5.2e-05,0.000113,4.8e-05
2983,4.8e-05,4.8e-05,0.000107,4.9e-05
2984,4.5e-05,4.7e-05,0.000109,4.9e-05
2985,4.5e-05,4.7e-05,0.000107,5.3e-05
2986,4.5e-05,4.7e-05,0.000108,4.8e-05
2987,4.4e-05,4.7e-05,0.000107,4.8e-05
2988,4.4e-05,4.7e-05,0.000109,4.9e-05
2989,4.4e-05,4.8e-05,0.000107,4.9e-05
2990,5e-05,4.8e-05,0.000114,4.9e-05
2991,4.5e-05,4.8e-05,0.00011,4.8e-05
2992,4.5e-05,4.8e-05,0.00011,4.8e-05
2993,4.4e-05,4.8e-05,0.000107,4.9e-05
2994,4.5e-05,4.8e-05,0.000109,4.9e-05
2995,4.5e-05,4.7e-05,0.000106,4.8e-05
2996,4.4e-05,4.7e-05,0.000109,4.9e-05
2997,4.4e-05,4.7e-05,0.000107,4.8e-05
2998,4.5e-05,5.3e-05,0.000115,4.9e-05
2999,4.4e-05,4.8e-05,0.000106,4.8e-05
3000,4.5e-05,4.7e-05,0.000108,5.1e-05
3001,4.5e-05,4.8e-05,0.000107,4.8e-05
3002,4.5e-05,4.8e-05,0.000109,4.9e-05
3003,4.5e-05,4.8e-05,0.000108,4.8e-05
3004,4.5e-05,4.8e-05,0.000107,4.9e-05
3005,4.5e-05,4.7e-05,0.000107,4.8e-05
3006,4.5e-05,4.7e-05,0.000114,4.9e-05
3007,5e-05,4.7e-05,0.000107,4.8e-05
3008,4.5e-05,4.7e-05,0.00011,4.9e-05
3009,4.5e-05,4.8e-05,0.000104,4.8e-05
3010,4.5e-05,4.7e-05,0.000108,4.8e-05
3011,4.5e-05,4.7e-05,0.000108,4.9e-05
3012,4.5e-05,4.8e-05,0.000109,4.8e-05
3013,4.5e-05,4.7e-05,0.000109,4.8e-05
3014,4.5e-05,5.2e-05,0.00011,5.5e-05
3015,4.6e-05,4.8e-05,0.00011,5e-05
3016,4.5e-05,4.8e-05,0.000111,4.8e-05
3017,4.5e-05,4.7e-05,0.000107,4.8e-05
3018,4.5e-05,4.8e-05,0.000109,4.9e-05
3019,4.5e-05,4.7e-05,0.000107,4.8e-05
3020,4.5e-05,4.8e-05,0.000108,4.9e-05
3021,4.5e-05,4.8e-05,0.000113,4.9e-05
3022,4.5e-05,4.8e-05,0.000112,4.9e-05
3023,5.1e-05,4.8e-05,0.000109,4.9e-05
3024,4.7e-05,4.8e-05,0.000111,4.9e-05
3025,4.5e-05,4.8e-05,0.000109,4.9e-05
