n,plus,multi,square
4716,6.6e-05,6.4e-05,0.000196
4717,6.5e-05,6.8e-05,0.000189
4718,6.6e-05,6.3e-05,0.000191
4719,6.6e-05,6.3e-05,0.00019
4720,6.5e-05,6.3e-05,0.000196
4721,6.6e-05,6.4e-05,0.000194
4722,6.6e-05,6.3e-05,0.000192
4723,6.7e-05,6.3e-05,0.000195
4724,7.2e-05,6.3e-05,0.000192
4725,6.6e-05,6.3e-05,0.000195
4726,6.5e-05,6.3e-05,0.000193
4727,6.5e-05,6.4e-05,0.000193
4728,6.5e-05,6.3e-05,0.000196
4729,6.7e-05,6.4e-05,0.000193
4730,6.5e-05,6.3e-05,0.000197
4731,6.6e-05,6.4e-05,0.000195
4732,6.6e-05,6.3e-05,0.000187
4733,6.7e-05,6.3e-05,0.000186
4734,6.6e-05,6.3e-05,0.000189
4735,7.2e-05,6.3e-05,0.000194
4736,6.7e-05,6.4e-05,0.000198
4737,6.7e-05,6.3e-05,0.00019
4738,6.6e-05,6.3e-05,0.000195
4739,6.6e-05,6.4e-05,0.0002
4740,6.6e-05,6.9e-05,0.000197
4741,6.6e-05,6.3e-05,0.000189
4742,6.6e-05,6.4e-05,0.00019
4743,6.6e-05,6.3e-05,0.000192
4744,6.6e-05,6.3e-05,0.000193
4745,6.7e-05,6.4e-05,0.00019
4746,7.3e-05,6.3e-05,0.000192
4747,6.6e-05,6.4e-05,0.000194
4748,6.6e-05,6.3e-05,0.000202
4749,6.6e-05,6.3e-05,0.000196
4750,6.6e-05,6.3e-05,0.000192
4751,6.6e-05,6.3e-05,0.000191
4752,6.6e-05,6.8e-05,0.000192
4753,6.5e-05,6.3e-05,0.000191
4754,6.7e-05,6.4e-05,0.000192
4755,6.6e-05,6.4e-05,0.000195
4756,6.6e-05,6.3e-05,0.000192
4757,7.2e-05,6.3e-05,0.000196
4758,6.7e-05,6.4e-05,0.000194
4759,6.6e-05,6.4e-05,0.000192
4760,6.6e-05,6.3e-05,0.000189
4761,6.6e-05,6.4e-05,0.000191
4762,6.6e-05,6.4e-05,0.000195
4763,6.5e-05,6.8e-05,0.000192
4764,6.6e-05,6.5e-05,0.000194
4765,6.6e-05,6.3e-05,0.000191
4766,6.6e-05,6.4e-05,0.000198
4767,6.7e-05,6.4e-05,0.000196
4768,7.2e-05,6.4e-05,0.000197
4769,6.6e-05,6.4e-05,0.000191
4770,6.7e-05,6.4e-05,0.000193
4771,6.7e-05,6.4e-05,0.000194
4772,6.7e-05,6.3e-05,0.000195
4773,6.6e-05,6.3e-05,0.000192
4774,6.6e-05,6.4e-05,0.000194
4775,6.7e-05,7e-05,0.000199
4776,6.7e-05,6.4e-05,0.000196
4777,6.6e-05,6.4e-05,0.000192
4778,7.2e-05,6.4e-05,0.000194
4779,6.7e-05,6.3e-05,0.000192
4780,6.7e-05,6.4e-05,0.000196
4781,6.7e-05,6.4e-05,0.000193
4782,6.7e-05,6.4e-05,0.000195
4783,6.7e-05,6.4e-05,0.000194
4784,6.8e-05,6.4e-05,0.000201
4785,6.6e-05,6.4e-05,0.000192
4786,6.7e-05,6.3e-05,0.000193
4787,6.8e-05,6.4e-05,0.000193
4788,6.6e-05,6.3e-05,0.000199
4789,7.3e-05,6.3e-05,0.000193
4790,6.7e-05,6.4e-05,0.00019
4791,6.6e-05,6.4e-05,0.000194
4792,6.7e-05,6.4e-05,0.000196
4793,6.7e-05,6.4e-05,0.000197
4794,6.6e-05,6.4e-05,0.000195
4795,6.6e-05,6.4e-05,0.000194
4796,6.6e-05,6.4e-05,0.000196
4797,6.7e-05,6.4e-05,0.000198
4798,6.6e-05,7e-05,0.000195
4799,6.6e-05,6.4e-05,0.000194
4800,7.3e-05,6.4e-05,0.000196
4801,6.7e-05,6.4e-05,0.000193
4802,6.8e-05,6.4e-05,0.0002
4803,6.7e-05,6.4e-05,0.000194
4804,6.7e-05,6.4e-05,0.000196
4805,6.7e-05,6.4e-05,0.000189
4806,6.7e-05,6.4e-05,0.000196
4807,6.7e-05,6.4e-05,0.000196
4808,6.7e-05,6.4e-05,0.000197
4809,6.7e-05,6.4e-05,0.000196
4810,6.7e-05,6.5e-05,0.000197
4811,6.8e-05,6.4e-05,0.000197
4812,6.7e-05,6.4e-05,0.000198
4813,6.7e-05,6.5e-05,0.000325
4814,6.6e-05,6.4e-05,0.000371
4815,6.7e-05,6.4e-05,0.000345
4816,6.6e-05,6.4e-05,0.000308
4817,6.7e-05,6.4e-05,0.000204
4818,6.6e-05,6.4e-05,0.000193
4819,6.7e-05,6.4e-05,0.000197
4820,6.6e-05,6.4e-05,0.000198
4821,7.4e-05,7e-05,0.000201
4822,6.7e-05,6.4e-05,0.000199
4823,6.7e-05,6.4e-05,0.000197
4824,6.8e-05,6.4e-05,0.000198
4825,6.7e-05,6.5e-05,0.000195
4826,6.7e-05,6.4e-05,0.000197
4827,6.8e-05,6.4e-05,0.000198
4828,6.7e-05,6.4e-05,0.000199
4829,6.7e-05,6.4e-05,0.000196
4830,6.7e-05,6.4e-05,0.000204
4831,6.7e-05,6.4e-05,0.000199
4832,7.9e-05,6.5e-05,0.000198
4833,6.6e-05,6.5e-05,0.000197
4834,6.7e-05,6.4e-05,0.000205
4835,6.6e-05,6.4e-05,0.000199
4836,6.6e-05,6.4e-05,0.000199
4837,6.6e-05,6.5e-05,0.000196
4838,6.6e-05,6.5e-05,0.000193
4839,6.5e-05,6.5e-05,0.000203
4840,6.6e-05,6.5e-05,0.000199
4841,6.6e-05,6.4e-05,0.000195
4842,6.6e-05,6.4e-05,0.000197
4843,6.7e-05,6.4e-05,0.000202
4844,6.5e-05,7.1e-05,0.0002
4845,6.6e-05,6.5e-05,0.000196
4846,6.5e-05,6.4e-05,0.0002
4847,6.6e-05,6.4e-05,0.0002
4848,6.6e-05,6.4e-05,0.000196
4849,6.5e-05,6.5e-05,0.000192
4850,6.5e-05,6.5e-05,0.000198
4851,6.5e-05,6.5e-05,0.000197
4852,6.7e-05,6.5e-05,0.000206
4853,6.5e-05,6.5e-05,0.000204
4854,6.7e-05,6.5e-05,0.000201
4855,6.6e-05,6.4e-05,0.0002
4856,6.6e-05,6.5e-05,0.000208
4857,6.6e-05,6.5e-05,0.000198
4858,6.6e-05,6.5e-05,0.000198
4859,6.7e-05,6.5e-05,0.000199
4860,6.5e-05,6.5e-05,0.000201
4861,6.6e-05,6.5e-05,0.0002
4862,6.4e-05,6.5e-05,0.000201
4863,6.6e-05,6.4e-05,0.000199
4864,7.1e-05,6.4e-05,0.0002
4865,6.7e-05,6.4e-05,0.000204
4866,6.7e-05,6.5e-05,0.0002
4867,6.7e-05,7e-05,0.000197
4868,6.6e-05,6.5e-05,0.000199
4869,6.6e-05,6.5e-05,0.000203
4870,6.6e-05,6.5e-05,0.0002
4871,6.7e-05,6.5e-05,0.000199
4872,6.5e-05,6.5e-05,0.000196
4873,6.6e-05,6.5e-05,0.000192
4874,6.6e-05,6.5e-05,0.000202
4875,7.4e-05,6.5e-05,0.000199
4876,6.7e-05,6.5e-05,0.000202
4877,6.5e-05,6.5e-05,0.000199
4878,6.6e-05,7e-05,0.000206
4879,6.6e-05,6.6e-05,0.000199
4880,6.6e-05,6.5e-05,0.000201
4881,6.6e-05,6.5e-05,0.000198
4882,6.6e-05,6.5e-05,0.000204
4883,6.5e-05,6.6e-05,0.000198
4884,6.5e-05,6.5e-05,0.0002
4885,6.6e-05,9.7e-05,0.000199
4886,7.1e-05,0.000121,0.000201
4887,0.000116,0.000113,0.000204
4888,0.000125,0.000122,0.000201
4889,0.000108,0.000117,0.000198
4890,0.000115,0.000124,0.0002
4891,0.000123,0.000113,0.000204
4892,0.000135,9.9e-05,0.000204
4893,0.000105,6.9e-05,0.000197
4894,6.9e-05,6.5e-05,0.0002
4895,7.2e-05,7.8e-05,0.000208
4896,6.6e-05,6.5e-05,0.000204
4897,6.6e-05,6.5e-05,0.000197
4898,6.6e-05,6.5e-05,0.0002
4899,6.6e-05,6.5e-05,0.000201
4900,6.7e-05,6.5e-05,0.000208
4901,6.7e-05,6.5e-05,0.000198
4902,7.3e-05,6.5e-05,0.000201
4903,6.6e-05,6.5e-05,0.000201
4904,6.7e-05,6.6e-05,0.000209
4905,6.6e-05,6.5e-05,0.000201
4906,6.6e-05,7.4e-05,0.000202
4907,6.6e-05,6.5e-05,0.0002
4908,6.6e-05,6.5e-05,0.000208
4909,6.6e-05,6.5e-05,0.000199
4910,6.6e-05,6.5e-05,0.000201
4911,6.7e-05,6.5e-05,0.000202
4912,6.6e-05,6.5e-05,0.000197
4913,7.5e-05,6.6e-05,0.0002
4914,6.6e-05,6.5e-05,0.000196
4915,6.6e-05,6.6e-05,0.000199
4916,6.6e-05,6.5e-05,0.000202
4917,6.6e-05,7.7e-05,0.000207
4918,6.8e-05,6.6e-05,0.000205
4919,6.7e-05,6.6e-05,0.000202
4920,6.7e-05,6.6e-05,0.000205
4921,6.7e-05,6.5e-05,0.000206
4922,6.7e-05,6.6e-05,0.000204
4923,7.2e-05,6.6e-05,0.000203
4924,6.8e-05,6.5e-05,0.000205
4925,6.8e-05,6.6e-05,0.000202
4926,6.7e-05,6.5e-05,0.000205
4927,6.6e-05,6.6e-05,0.000203
4928,6.6e-05,6.5e-05,0.000205
4929,6.6e-05,6.8e-05,0.000201
4930,6.7e-05,6.6e-05,0.000209
4931,6.7e-05,6.6e-05,0.0002
4932,6.8e-05,6.5e-05,0.000203
4933,6.6e-05,6.5e-05,0.000202
4934,7.4e-05,6.5e-05,0.000209
4935,6.7e-05,6.5e-05,0.000204
4936,6.6e-05,6.5e-05,0.000205
4937,6.6e-05,6.5e-05,0.000201
4938,6.7e-05,6.5e-05,0.000207
4939,6.6e-05,6.5e-05,0.000204
4940,6.6e-05,7.1e-05,0.000204
4941,6.7e-05,6.6e-05,0.000201
4942,6.7e-05,6.6e-05,0.000204
4943,6.6e-05,6.6e-05,0.00021
4944,6.6e-05,6.5e-05,0.000206
4945,6.8e-05,6.5e-05,0.000202
4946,6.6e-05,6.5e-05,0.000204
4947,6.7e-05,6.6e-05,0.000206
4948,6.7e-05,6.5e-05,0.000205
4949,6.7e-05,6.5e-05,0.000202
4950,6.7e-05,6.6e-05,0.000204
4951,6.5e-05,7.6e-05,0.000207
4952,6.6e-05,6.6e-05,0.0002
4953,6.6e-05,6.5e-05,0.000202
4954,6.7e-05,6.5e-05,0.000204
4955,7.3e-05,6.6e-05,0.000209
4956,6.7e-05,6.5e-05,0.000206
4957,6.6e-05,6.6e-05,0.000203
4958,6.7e-05,6.6e-05,0.000205
4959,7.1e-05,6.6e-05,0.000205
4960,6.7e-05,6.5e-05,0.000211
4961,6.7e-05,6.5e-05,0.000205
4962,6.7e-05,7.9e-05,0.000207
4963,6.6e-05,6.6e-05,0.000205
4964,6.7e-05,6.5e-05,0.000281
4965,6.6e-05,6.7e-05,0.000364
4966,7.2e-05,6.7e-05,0.000369
4967,6.7e-05,6.6e-05,0.000303
4968,6.7e-05,6.6e-05,0.000208
4969,6.7e-05,6.6e-05,0.000206
4970,6.6e-05,6.6e-05,0.000212
4971,6.7e-05,6.6e-05,0.000205
4972,6.7e-05,6.6e-05,0.000207
4973,6.7e-05,7.8e-05,0.000204
4974,6.7e-05,6.6e-05,0.000211
4975,6.7e-05,6.6e-05,0.000206
4976,6.7e-05,6.6e-05,0.000208
4977,6.8e-05,6.5e-05,0.000203
4978,6.7e-05,6.5e-05,0.000211
4979,6.7e-05,6.6e-05,0.000207
4980,6.6e-05,6.6e-05,0.000207
4981,6.7e-05,6.6e-05,0.000213
4982,6.7e-05,6.6e-05,0.000207
4983,6.7e-05,6.5e-05,0.000211
4984,6.7e-05,8e-05,0.000207
4985,6.6e-05,6.6e-05,0.000203
4986,6.7e-05,6.6e-05,0.000206
4987,7.5e-05,6.5e-05,0.000212
4988,6.8e-05,6.6e-05,0.000207
4989,6.7e-05,6.6e-05,0.000204
4990,6.8e-05,6.6e-05,0.000206
4991,6.8e-05,6.6e-05,0.00021
4992,6.7e-05,6.6e-05,0.000209
4993,6.8e-05,6.6e-05,0.000204
4994,6.7e-05,6.6e-05,0.000205
4995,6.7e-05,7.6e-05,0.000209
4996,6.7e-05,6.6e-05,0.000214
4997,6.7e-05,6.6e-05,0.000204
4998,7.4e-05,6.6e-05,0.000206
4999,6.6e-05,6.6e-05,0.000211
5000,6.6e-05,6.6e-05,0.000209
5001,6.7e-05,6.6e-05,0.000205
5002,6.6e-05,6.7e-05,0.000206
5003,6.7e-05,6.6e-05,0.000206
5004,6.7e-05,6.6e-05,0.000217
5005,6.7e-05,6.6e-05,0.000203
5006,6.7e-05,7.7e-05,0.000208
5007,6.8e-05,6.7e-05,0.000206
5008,7.4e-05,6.6e-05,0.000216
5009,6.7e-05,6.6e-05,0.000206
5010,6.6e-05,6.6e-05,0.000207
5011,6.7e-05,6.6e-05,0.000206
5012,6.7e-05,6.6e-05,0.000214
5013,6.7e-05,6.6e-05,0.000207
5014,6.8e-05,6.6e-05,0.000208
5015,6.7e-05,6.6e-05,0.000208
5016,6.7e-05,6.6e-05,0.000214
5017,6.8e-05,7.3e-05,0.000207
5018,6.7e-05,6.9e-05,0.000208
5019,7.1e-05,6.6e-05,0.000207
5020,6.7e-05,6.6e-05,0.000215
5021,6.7e-05,6.6e-05,0.000207
5022,6.7e-05,6.6e-05,0.000208
5023,7.2e-05,6.6e-05,0.000208
5024,6.7e-05,6.6e-05,0.000209
5025,6.7e-05,6.6e-05,0.000208
5026,6.8e-05,6.7e-05,0.000208
5027,6.7e-05,6.6e-05,0.000208
5028,6.8e-05,6.6e-05,0.00021
5029,6.7e-05,6.7e-05,0.000212
5030,6.8e-05,6.6e-05,0.000209
5031,6.7e-05,6.7e-05,0.000208
5032,6.8e-05,6.7e-05,0.000219
5033,6.7e-05,6.6e-05,0.000212
5034,6.7e-05,6.7e-05,0.00021
5035,6.8e-05,6.6e-05,0.000208
5036,6.7e-05,6.6e-05,0.00021
5037,6.8e-05,6.6e-05,0.000214
5038,6.8e-05,6.6e-05,0.000212
5039,6.8e-05,6.6e-05,0.000208
5040,7.4e-05,6.9e-05,0.000211
5041,6.8e-05,6.6e-05,0.000212
5042,6.7e-05,6.6e-05,0.000211
5043,6.7e-05,6.7e-05,0.000209
5044,6.7e-05,6.7e-05,0.000211
5045,6.8e-05,6.6e-05,0.000215
5046,6.8e-05,6.7e-05,0.000213
5047,6.8e-05,6.7e-05,0.000209
5048,6.8e-05,6.6e-05,0.000212
5049,6.7e-05,6.6e-05,0.000208
5050,6.8e-05,6.6e-05,0.000212
5051,6.9e-05,6.7e-05,0.000209
5052,6.8e-05,6.6e-05,0.000212
5053,6.7e-05,6.7e-05,0.000208
5054,6.8e-05,6.6e-05,0.00021
5055,6.8e-05,6.6e-05,0.000205
5056,6.7e-05,6.6e-05,0.000208
5057,6.7e-05,6.7e-05,0.000206
5058,6.7e-05,6.7e-05,0.000214
5059,6.8e-05,7.3e-05,0.000209
5060,6.7e-05,6.7e-05,0.000205
5061,7.2e-05,6.7e-05,0.000208
5062,6.8e-05,6.8e-05,0.000215
5063,6.7e-05,6.6e-05,0.00021
5064,6.8e-05,6.6e-05,0.000211
5065,6.6e-05,6.6e-05,0.00021
5066,6.8e-05,6.6e-05,0.000217
5067,6.7e-05,6.7e-05,0.000211
5068,6.7e-05,6.6e-05,0.000213
5069,6.7e-05,6.7e-05,0.00021
5070,6.8e-05,6.7e-05,0.000217
5071,6.7e-05,6.7e-05,0.000206
5072,7e-05,6.7e-05,0.000207
5073,6.8e-05,6.8e-05,0.000209
5074,6.8e-05,6.6e-05,0.000216
5075,6.8e-05,6.6e-05,0.000207
5076,6.7e-05,6.6e-05,0.00021
5077,6.8e-05,6.6e-05,0.00021
5078,6.7e-05,6.7e-05,0.000212
5079,6.7e-05,6.7e-05,0.000213
5080,6.7e-05,6.7e-05,0.000214
5081,6.8e-05,6.7e-05,0.00021
5082,7.5e-05,6.7e-05,0.000211
5083,6.8e-05,6.6e-05,0.000216
5084,6.7e-05,7e-05,0.000213
5085,6.7e-05,6.7e-05,0.00021
5086,6.7e-05,6.7e-05,0.000213
5087,7.1e-05,6.6e-05,0.000213
5088,6.9e-05,6.7e-05,0.000215
5089,6.9e-05,6.7e-05,0.00021
5090,6.9e-05,6.7e-05,0.000212
5091,6.8e-05,6.6e-05,0.000216
5092,7.4e-05,6.7e-05,0.000214
5093,6.9e-05,6.7e-05,0.00021
5094,6.8e-05,6.7e-05,0.000213
5095,6.9e-05,6.9e-05,0.00022
5096,6.9e-05,6.7e-05,0.000215
5097,6.8e-05,6.7e-05,0.000209
5098,6.9e-05,6.7e-05,0.000212
5099,6.9e-05,6.7e-05,0.000217
5100,6.8e-05,6.7e-05,0.000215
5101,6.9e-05,6.7e-05,0.00021
5102,6.8e-05,6.7e-05,0.000213
5103,7.7e-05,6.6e-05,0.000216
5104,6.9e-05,6.7e-05,0.00021
5105,6.8e-05,6.7e-05,0.000209
5106,6.9e-05,6.8e-05,0.000212
5107,6.9e-05,6.7e-05,0.00025
5108,6.8e-05,6.7e-05,0.000373
5109,6.9e-05,6.8e-05,0.000364
5110,6.9e-05,6.7e-05,0.000276
5111,6.8e-05,6.7e-05,0.000218
5112,6.9e-05,6.7e-05,0.000217
5113,7.5e-05,6.7e-05,0.000215
5114,7e-05,6.8e-05,0.000215
5115,6.9e-05,6.7e-05,0.000213
5116,6.8e-05,6.7e-05,0.000216
5117,6.8e-05,6.8e-05,0.000213
5118,6.8e-05,6.7e-05,0.000226
5119,6.8e-05,6.8e-05,0.00021
5120,6.9e-05,6.7e-05,0.000213
5121,6.9e-05,6.7e-05,0.000212
5122,6.9e-05,6.7e-05,0.000222
5123,6.8e-05,7e-05,0.000208
5124,7e-05,6.8e-05,0.000215
5125,6.8e-05,6.8e-05,0.000212
5126,6.8e-05,6.7e-05,0.000226
5127,6.7e-05,6.7e-05,0.000214
5128,6.8e-05,6.9e-05,0.000216
5129,6.7e-05,6.7e-05,0.000213
5130,6.8e-05,6.7e-05,0.000222
5131,6.7e-05,6.7e-05,0.000215
5132,6.8e-05,6.7e-05,0.000218
5133,6.8e-05,6.8e-05,0.000213
5134,7.3e-05,6.7e-05,0.000224
5135,6.8e-05,6.7e-05,0.000215
5136,7e-05,6.7e-05,0.000217
5137,6.9e-05,6.7e-05,0.000214
5138,6.8e-05,7.3e-05,0.00023
5139,6.8e-05,6.8e-05,0.000219
5140,6.8e-05,6.8e-05,0.000216
5141,6.8e-05,6.7e-05,0.000217
5142,6.8e-05,6.8e-05,0.000227
5143,6.8e-05,6.8e-05,0.000215
5144,7.5e-05,6.7e-05,0.000221
5145,6.9e-05,6.7e-05,0.000216
5146,6.8e-05,6.7e-05,0.000232
5147,6.9e-05,6.8e-05,0.000209
5148,6.8e-05,6.8e-05,0.000215
5149,6.8e-05,7.4e-05,0.00022
5150,7.2e-05,6.8e-05,0.000231
5151,6.9e-05,6.7e-05,0.000218
5152,6.8e-05,6.7e-05,0.000223
5153,6.8e-05,6.8e-05,0.000218
5154,6.8e-05,6.8e-05,0.00023
5155,7.1e-05,6.8e-05,0.000214
5156,6.9e-05,6.8e-05,0.000222
5157,6.8e-05,6.7e-05,0.000214
5158,6.9e-05,6.7e-05,0.000227
5159,6.8e-05,6.8e-05,0.000225
5160,6.9e-05,7.4e-05,0.000222
5161,6.8e-05,6.8e-05,0.000214
5162,6.9e-05,6.8e-05,0.000229
5163,6.9e-05,6.8e-05,0.000215
5164,6.8e-05,6.7e-05,0.000221
5165,8.9e-05,6.8e-05,0.000215
5166,6.8e-05,6.8e-05,0.000228
5167,6.8e-05,6.7e-05,0.000217
5168,6.9e-05,6.8e-05,0.00022
5169,6.8e-05,6.8e-05,0.000218
5170,6.8e-05,6.7e-05,0.000225
5171,6.8e-05,7.4e-05,0.000211
5172,6.8e-05,6.8e-05,0.000218
5173,6.8e-05,6.7e-05,0.000217
5174,6.9e-05,6.8e-05,0.00023
5175,7.6e-05,6.8e-05,0.000218
5176,6.8e-05,6.7e-05,0.00022
5177,6.8e-05,6.8e-05,0.000216
5178,6.8e-05,6.8e-05,0.00023
5179,7e-05,6.8e-05,0.000212
5180,6.9e-05,6.7e-05,0.000219
5181,6.8e-05,6.8e-05,0.000215
5182,6.8e-05,7.4e-05,0.000229
5183,6.9e-05,6.8e-05,0.000212
5184,6.9e-05,6.8e-05,0.000223
5185,6.8e-05,6.9e-05,0.000219
5186,7e-05,6.9e-05,0.000224
5187,6.8e-05,7.3e-05,0.000214
5188,7.1e-05,7e-05,0.000224
5189,6.9e-05,6.9e-05,0.000216
5190,7e-05,6.8e-05,0.000229
5191,6.9e-05,6.8e-05,0.000217
5192,7e-05,6.8e-05,0.000224
5193,7e-05,6.9e-05,0.000216
5194,7e-05,6.8e-05,0.000233
5195,6.9e-05,6.8e-05,0.000222
5196,7.6e-05,6.8e-05,0.000224
5197,7e-05,6.8e-05,0.000217
5198,7e-05,6.8e-05,0.000216
5199,7e-05,6.8e-05,0.000217
5200,7e-05,6.8e-05,0.00022
5201,7e-05,6.8e-05,0.000218
5202,6.9e-05,6.8e-05,0.000224
5203,6.9e-05,8e-05,0.000219
5204,7e-05,6.8e-05,0.000221
5205,7e-05,6.8e-05,0.00023
5206,7.6e-05,6.8e-05,0.00022
5207,7e-05,6.8e-05,0.000218
5208,7e-05,6.8e-05,0.00022
5209,6.9e-05,6.8e-05,0.000225
5210,7e-05,6.9e-05,0.000224
5211,7e-05,6.8e-05,0.00022
5212,7e-05,6.8e-05,0.000221
5213,7e-05,6.8e-05,0.000227
5214,7.3e-05,7.4e-05,0.000216
5215,7e-05,6.9e-05,0.000215
5216,7.6e-05,6.8e-05,0.000223
5217,6.9e-05,6.8e-05,0.000223
5218,7e-05,6.8e-05,0.00022
5219,7e-05,6.8e-05,0.000223
5220,6.9e-05,6.8e-05,0.000225
5221,6.9e-05,6.8e-05,0.000228
5222,7e-05,6.8e-05,0.000226
5223,7e-05,6.8e-05,0.000229
5224,7e-05,6.9e-05,0.000222
5225,6.9e-05,7.3e-05,0.000227
5226,7.6e-05,6.9e-05,0.000228
5227,7e-05,6.9e-05,0.000224
5228,7e-05,6.9e-05,0.000226
5229,7e-05,6.9e-05,0.000223
5230,8.2e-05,7.4e-05,0.000232
5231,7e-05,6.9e-05,0.000221
5232,7e-05,6.9e-05,0.000226
5233,7e-05,6.9e-05,0.000223
5234,7e-05,6.9e-05,0.000225
5235,7e-05,7.4e-05,0.000219
5236,7.6e-05,7e-05,0.000221
5237,7.1e-05,6.9e-05,0.000224
5238,7e-05,6.9e-05,0.000218
5239,7.1e-05,6.9e-05,0.000226
5240,7e-05,6.8e-05,0.000224
5241,7e-05,6.8e-05,0.000229
5242,0.000108,6.8e-05,0.000222
5243,0.000125,6.9e-05,0.000361
5244,0.000129,6.9e-05,0.000388
5245,0.000122,7e-05,0.000298
5246,0.000115,7.4e-05,0.000228
5247,0.00012,6.8e-05,0.00023
5248,0.000113,6.9e-05,0.000221
5249,7e-05,6.9e-05,0.000214
5250,7e-05,7.1e-05,0.000222
5251,7e-05,6.9e-05,0.000224
5252,7.8e-05,6.8e-05,0.000225
5253,7e-05,6.9e-05,0.000218
5254,7.1e-05,6.9e-05,0.000222
5255,7e-05,6.8e-05,0.000235
5256,7e-05,6.9e-05,0.000228
5257,7e-05,7e-05,0.00022
5258,7e-05,6.9e-05,0.000223
5259,6.9e-05,6.8e-05,0.000227
5260,7e-05,0.000117,0.000218
5261,7e-05,0.000119,0.000215
5262,7.5e-05,0.000118,0.000221
5263,7e-05,0.000116,0.00023
5264,6.9e-05,0.000124,0.00022
5265,7e-05,0.000121,0.000216
5266,7e-05,7.3e-05,0.000222
5267,7e-05,6.9e-05,0.000225
5268,6.9e-05,6.9e-05,0.000217
5269,6.9e-05,6.8e-05,0.000214
5270,7e-05,6.9e-05,0.000218
5271,6.9e-05,6.9e-05,0.000236
5272,8.8e-05,6.9e-05,0.000227
5273,7e-05,6.9e-05,0.000222
5274,7e-05,7e-05,0.000227
5275,6.9e-05,6.9e-05,0.000224
5276,7e-05,6.9e-05,0.000225
5277,6.9e-05,6.9e-05,0.000222
5278,7.4e-05,6.9e-05,0.000233
5279,7e-05,6.8e-05,0.000224
5280,6.9e-05,6.9e-05,0.000225
5281,6.9e-05,6.9e-05,0.000221
5282,7.5e-05,6.9e-05,0.00023
5283,6.9e-05,6.9e-05,0.000229
5284,7e-05,7.4e-05,0.000229
5285,7e-05,6.9e-05,0.000222
5286,6.9e-05,6.9e-05,0.000236
5287,6.9e-05,6.8e-05,0.000252
5288,7e-05,6.9e-05,0.000229
5289,7e-05,6.8e-05,0.000221
5290,6.9e-05,6.9e-05,0.00023
5291,7e-05,6.9e-05,0.000224
5292,7.8e-05,6.9e-05,0.000226
5293,7.1e-05,6.9e-05,0.000223
5294,6.9e-05,6.9e-05,0.000226
5295,7e-05,7.5e-05,0.000225
5296,7e-05,7e-05,0.000227
5297,6.9e-05,6.8e-05,0.000222
5298,6.9e-05,6.9e-05,0.00023
5299,6.9e-05,6.9e-05,0.000223
5300,6.9e-05,6.9e-05,0.000221
5301,6.9e-05,6.9e-05,0.000224
5302,7e-05,6.9e-05,0.000231
5303,7.1e-05,6.9e-05,0.000224
5304,7e-05,7e-05,0.000221
5305,6.9e-05,7.5e-05,0.000221
5306,6.9e-05,7e-05,0.000225
5307,7e-05,6.9e-05,0.000222
5308,7e-05,6.9e-05,0.000224
5309,7e-05,6.9e-05,0.000229
5310,6.9e-05,6.9e-05,0.000224
5311,7e-05,6.9e-05,0.000222
5312,7e-05,6.9e-05,0.000219
5313,7.2e-05,6.9e-05,0.000221
5314,7e-05,7.4e-05,0.000223
5315,7e-05,7e-05,0.000222
5316,7.1e-05,8.7e-05,0.000224
5317,7e-05,6.9e-05,0.000226
5318,6.9e-05,6.9e-05,0.000225
5319,6.9e-05,6.9e-05,0.000223
5320,7e-05,6.9e-05,0.000225
5321,6.9e-05,6.9e-05,0.000226
5322,7e-05,7e-05,0.000223
5323,7.6e-05,7e-05,0.000223
5324,7e-05,7e-05,0.000225
5325,6.9e-05,6.9e-05,0.000228
5326,7e-05,7.4e-05,0.000225
5327,6.9e-05,7e-05,0.000218
5328,7e-05,6.9e-05,0.000224
5329,7e-05,6.9e-05,0.000226
5330,7e-05,6.9e-05,0.000223
5331,7e-05,7e-05,0.00022
5332,7e-05,7.1e-05,0.000222
5333,7.8e-05,7e-05,0.000226
5334,7e-05,7e-05,0.000225
5335,7e-05,7.1e-05,0.000223
5336,7e-05,7e-05,0.000225
5337,6.9e-05,7.5e-05,0.000226
5338,7e-05,7e-05,0.000224
5339,7e-05,6.9e-05,0.000222
5340,7e-05,6.9e-05,0.000224
5341,7e-05,7e-05,0.000232
5342,7.3e-05,6.9e-05,0.000225
5343,8e-05,7e-05,0.000223
5344,7.2e-05,7e-05,0.00022
5345,7e-05,6.9e-05,0.000223
5346,7.2e-05,7e-05,0.000224
5347,7.1e-05,7.5e-05,0.000223
5348,7e-05,7e-05,0.00023
5349,7e-05,6.9e-05,0.000223
5350,7.2e-05,7e-05,0.000227
5351,7.1e-05,7e-05,0.000225
5352,7.1e-05,6.9e-05,0.000232
5353,7.8e-05,7e-05,0.000223
5354,7.2e-05,7e-05,0.000224
5355,7.1e-05,7e-05,0.000221
5356,7.1e-05,6.9e-05,0.000229
5357,7.1e-05,6.9e-05,0.000225
5358,7.1e-05,7.8e-05,0.000225
5359,7.1e-05,7e-05,0.000224
5360,7.1e-05,7e-05,0.000232
5361,7.1e-05,7e-05,0.000224
5362,7.1e-05,7e-05,0.000224
5363,7.8e-05,7e-05,0.000224
5364,7.2e-05,6.9e-05,0.000232
5365,7.1e-05,7e-05,0.000219
5366,7.1e-05,7e-05,0.000226
