n,plus,multi,minus
7831,0.000172,9.7e-05,9.4e-05
7832,0.000111,9.8e-05,9.5e-05
7833,0.000105,9.7e-05,9.4e-05
7834,9.8e-05,9.8e-05,9.4e-05
7835,9.7e-05,9.7e-05,9.4e-05
7836,9.8e-05,0.000102,9.5e-05
7837,9.7e-05,9.7e-05,0.000106
7838,9.7e-05,9.6e-05,9.9e-05
7839,9.8e-05,9.6e-05,9.7e-05
7840,0.000107,9.6e-05,9.5e-05
7841,9.7e-05,9.6e-05,9.5e-05
7842,9.8e-05,9.5e-05,9.5e-05
7843,9.9e-05,9.6e-05,9.6e-05
7844,9.8e-05,0.000101,9.5e-05
7845,9.8e-05,9.5e-05,0.0001
7846,9.8e-05,9.6e-05,9.6e-05
7847,0.000105,9.6e-05,9.5e-05
7848,0.0001,9.5e-05,9.6e-05
7849,9.8e-05,9.6e-05,9.6e-05
7850,9.8e-05,9.5e-05,9.6e-05
7851,9.8e-05,9.6e-05,9.6e-05
7852,9.6e-05,9.7e-05,0.000103
7853,9.6e-05,9.6e-05,9.6e-05
7854,9.5e-05,9.6e-05,9.5e-05
7855,0.0001,9.6e-05,9.6e-05
7856,9.7e-05,9.5e-05,9.6e-05
7857,9.5e-05,9.6e-05,9.6e-05
7858,9.6e-05,9.6e-05,9.6e-05
7859,9.6e-05,0.000104,0.000101
7860,9.6e-05,9.6e-05,9.5e-05
7861,9.5e-05,9.6e-05,9.6e-05
7862,0.000105,9.6e-05,9.6e-05
7863,9.7e-05,9.6e-05,9.6e-05
7864,9.8e-05,9.9e-05,9.5e-05
7865,9.7e-05,9.6e-05,9.6e-05
7866,9.8e-05,9.6e-05,0.000101
7867,9.8e-05,9.7e-05,9.6e-05
7868,9.8e-05,9.6e-05,9.6e-05
7869,0.000105,9.6e-05,9.6e-05
7870,9.8e-05,9.7e-05,9.5e-05
7871,9.8e-05,9.6e-05,9.6e-05
7872,9.8e-05,9.6e-05,9.6e-05
7873,9.8e-05,9.6e-05,9.6e-05
7874,9.8e-05,0.000101,9.7e-05
7875,9.8e-05,9.6e-05,9.5e-05
7876,0.000105,9.5e-05,9.6e-05
7877,9.7e-05,9.6e-05,9.6e-05
7878,9.7e-05,9.6e-05,9.6e-05
7879,9.9e-05,9.6e-05,9.6e-05
7880,9.7e-05,9.6e-05,9.6e-05
7881,9.9e-05,9.6e-05,0.000101
7882,9.7e-05,9.8e-05,9.6e-05
7883,0.000103,9.6e-05,9.6e-05
7884,9.7e-05,9.9e-05,9.6e-05
7885,9.6e-05,9.8e-05,9.6e-05
7886,9.6e-05,9.8e-05,9.6e-05
7887,9.5e-05,9.9e-05,9.6e-05
7888,9.6e-05,9.8e-05,0.000102
7889,9.6e-05,0.000103,9.7e-05
7890,9.5e-05,9.8e-05,9.6e-05
7891,0.000101,9.7e-05,9.6e-05
7892,0.000101,9.9e-05,9.6e-05
7893,9.8e-05,9.8e-05,9.6e-05
7894,9.8e-05,9.8e-05,9.6e-05
7895,9.8e-05,9.8e-05,0.000103
7896,9.8e-05,0.000103,9.6e-05
7897,9.7e-05,9.9e-05,9.6e-05
7898,0.000104,9.8e-05,9.7e-05
7899,9.8e-05,9.8e-05,9.6e-05
7900,9.7e-05,9.8e-05,0.0001
7901,9.8e-05,9.8e-05,9.7e-05
7902,9.8e-05,9.8e-05,0.000103
7903,9.8e-05,9.9e-05,9.7e-05
7904,9.7e-05,0.000103,0.000181
7905,0.000104,9.8e-05,0.000186
7906,9.7e-05,9.8e-05,0.000185
7907,9.7e-05,9.8e-05,0.000208
7908,9.7e-05,9.8e-05,0.000181
7909,9.8e-05,9.8e-05,0.00015
7910,9.8e-05,9.7e-05,9.8e-05
7911,9.7e-05,0.000104,9.6e-05
7912,9.8e-05,9.8e-05,0.000111
7913,9.9e-05,9.8e-05,9.7e-05
7914,9.8e-05,9.9e-05,9.7e-05
7915,9.8e-05,9.8e-05,9.7e-05
7916,9.7e-05,9.8e-05,9.7e-05
7917,9.7e-05,9.8e-05,9.7e-05
7918,9.7e-05,9.8e-05,9.7e-05
7919,9.8e-05,9.9e-05,0.000102
7920,0.000105,9.8e-05,9.6e-05
7921,0.000105,9.9e-05,9.6e-05
7922,0.000105,9.8e-05,9.8e-05
7923,0.000105,9.9e-05,9.7e-05
7924,0.000106,9.8e-05,9.6e-05
7925,0.000107,9.9e-05,9.7e-05
7926,0.000105,0.000105,0.000104
7927,9.9e-05,9.8e-05,9.7e-05
7928,9.8e-05,0.000102,9.6e-05
7929,9.8e-05,9.9e-05,9.7e-05
7930,9.8e-05,9.8e-05,9.6e-05
7931,9.8e-05,9.8e-05,9.6e-05
7932,9.8e-05,9.9e-05,9.7e-05
7933,9.8e-05,0.000104,0.000102
7934,0.000104,9.9e-05,9.6e-05
7935,9.8e-05,9.8e-05,9.7e-05
7936,9.8e-05,9.8e-05,9.6e-05
7937,9.8e-05,9.8e-05,9.7e-05
7938,9.8e-05,9.8e-05,9.6e-05
7939,9.8e-05,9.9e-05,9.7e-05
7940,9.8e-05,9.8e-05,0.000102
7941,0.000104,9.9e-05,9.8e-05
7942,9.9e-05,9.8e-05,9.7e-05
7943,9.8e-05,9.8e-05,9.7e-05
7944,9.8e-05,9.8e-05,9.6e-05
7945,9.8e-05,0.000106,9.7e-05
7946,9.8e-05,0.000107,9.6e-05
7947,9.8e-05,9.9e-05,9.7e-05
7948,0.000104,0.000105,9.9e-05
7949,9.8e-05,9.9e-05,9.7e-05
7950,9.8e-05,9.9e-05,9.7e-05
7951,9.8e-05,9.9e-05,9.7e-05
7952,9.8e-05,9.9e-05,9.7e-05
7953,9.9e-05,9.9e-05,9.7e-05
7954,9.8e-05,9.9e-05,9.6e-05
7955,0.000102,0.000104,9.9e-05
7956,0.0001,9.9e-05,9.8e-05
7957,9.8e-05,9.9e-05,9.7e-05
7958,9.8e-05,9.9e-05,9.7e-05
7959,9.9e-05,9.9e-05,9.6e-05
7960,9.8e-05,9.9e-05,9.7e-05
7961,9.8e-05,9.8e-05,9.6e-05
7962,9.8e-05,9.8e-05,0.000101
7963,0.000104,0.0001,9.7e-05
7964,9.8e-05,9.9e-05,0.000102
7965,9.8e-05,9.9e-05,9.7e-05
7966,9.8e-05,0.0001,9.6e-05
7967,9.9e-05,9.9e-05,9.6e-05
7968,9.8e-05,9.9e-05,9.6e-05
7969,9.8e-05,9.8e-05,0.000104
7970,0.000105,0.000104,9.6e-05
7971,9.8e-05,9.9e-05,9.7e-05
7972,9.9e-05,9.8e-05,9.7e-05
7973,9.8e-05,9.9e-05,9.6e-05
7974,9.8e-05,9.9e-05,9.6e-05
7975,9.8e-05,9.9e-05,9.7e-05
7976,9.8e-05,9.9e-05,0.000103
7977,0.000105,0.000105,9.7e-05
7978,9.9e-05,0.0001,9.7e-05
7979,9.9e-05,9.9e-05,9.6e-05
7980,9.9e-05,9.8e-05,9.7e-05
7981,9.9e-05,9.9e-05,9.6e-05
7982,9.9e-05,9.9e-05,9.6e-05
7983,9.9e-05,0.000169,0.000103
7984,0.000103,0.000188,9.7e-05
7985,0.0001,0.000178,9.7e-05
7986,9.8e-05,0.000175,9.7e-05
7987,9.8e-05,0.000184,9.7e-05
7988,9.9e-05,0.00014,9.7e-05
7989,9.9e-05,9.8e-05,9.7e-05
7990,9.9e-05,9.7e-05,0.000103
7991,9.8e-05,9.9e-05,9.7e-05
7992,0.0001,0.000103,9.6e-05
7993,9.9e-05,9.9e-05,9.6e-05
7994,9.9e-05,9.8e-05,9.6e-05
7995,9.8e-05,0.000106,9.6e-05
7996,9.8e-05,9.7e-05,9.7e-05
7997,9.8e-05,9.8e-05,9.7e-05
7998,9.8e-05,9.9e-05,9.8e-05
7999,0.000104,9.8e-05,9.6e-05
8000,9.9e-05,9.8e-05,9.6e-05
8001,9.9e-05,9.7e-05,9.7e-05
8002,9.8e-05,0.000104,9.7e-05
8003,9.8e-05,9.7e-05,9.7e-05
8004,9.8e-05,9.8e-05,9.7e-05
8005,9.9e-05,9.8e-05,9.8e-05
8006,0.000105,9.8e-05,9.6e-05
8007,9.9e-05,9.8e-05,9.6e-05
8008,9.9e-05,9.8e-05,9.7e-05
8009,9.8e-05,0.000104,9.7e-05
8010,9.9e-05,9.8e-05,9.7e-05
8011,9.9e-05,9.9e-05,9.7e-05
8012,9.9e-05,9.8e-05,9.9e-05
8013,0.000105,9.8e-05,9.7e-05
8014,9.9e-05,9.7e-05,9.6e-05
8015,9.9e-05,9.7e-05,9.7e-05
8016,9.9e-05,9.8e-05,9.7e-05
8017,9.9e-05,9.9e-05,9.7e-05
8018,9.9e-05,9.8e-05,9.7e-05
8019,0.000102,9.8e-05,0.000102
8020,0.000106,9.7e-05,9.7e-05
8021,9.9e-05,9.7e-05,9.7e-05
8022,9.9e-05,9.8e-05,9.7e-05
8023,9.9e-05,9.8e-05,9.8e-05
8024,9.8e-05,0.000107,9.7e-05
8025,9.9e-05,9.7e-05,9.7e-05
8026,9.9e-05,9.9e-05,0.000103
8027,9.9e-05,9.9e-05,9.8e-05
8028,0.0001,9.8e-05,0.000101
8029,9.9e-05,9.8e-05,9.8e-05
8030,9.9e-05,9.7e-05,9.7e-05
8031,9.9e-05,0.000103,9.7e-05
8032,9.9e-05,9.9e-05,9.7e-05
8033,9.9e-05,9.7e-05,0.000103
8034,9.9e-05,9.8e-05,9.7e-05
8035,0.0001,9.9e-05,9.8e-05
8036,9.9e-05,9.8e-05,9.7e-05
8037,9.9e-05,9.9e-05,9.7e-05
8038,9.9e-05,0.000106,9.7e-05
8039,9.9e-05,9.8e-05,9.7e-05
8040,9.9e-05,9.8e-05,0.000103
8041,9.9e-05,9.8e-05,9.7e-05
8042,0.000104,9.8e-05,9.8e-05
8043,9.9e-05,9.9e-05,9.8e-05
8044,9.9e-05,9.9e-05,9.7e-05
8045,9.9e-05,9.7e-05,9.8e-05
8046,9.9e-05,9.9e-05,9.7e-05
8047,9.9e-05,9.8e-05,0.000103
8048,9.9e-05,9.7e-05,9.7e-05
8049,0.000105,9.8e-05,9.8e-05
8050,9.9e-05,9.8e-05,9.7e-05
8051,9.9e-05,9.7e-05,9.7e-05
8052,9.9e-05,9.7e-05,9.8e-05
8053,9.9e-05,0.000106,9.7e-05
8054,9.9e-05,9.8e-05,0.000102
8055,9.9e-05,0.0001,9.9e-05
8056,0.000105,9.7e-05,9.8e-05
8057,9.9e-05,9.7e-05,9.8e-05
8058,9.9e-05,9.7e-05,9.7e-05
8059,9.9e-05,9.7e-05,9.7e-05
8060,9.9e-05,0.000104,9.7e-05
8061,9.9e-05,9.9e-05,9.7e-05
8062,9.9e-05,9.7e-05,9.8e-05
8063,0.000105,9.8e-05,9.8e-05
8064,0.0001,9.8e-05,9.8e-05
8065,9.9e-05,9.8e-05,9.8e-05
8066,9.9e-05,9.8e-05,9.8e-05
8067,9.9e-05,0.000104,9.8e-05
8068,9.9e-05,9.8e-05,9.7e-05
8069,0.0001,9.9e-05,9.9e-05
8070,0.000105,9.8e-05,9.8e-05
8071,0.000103,9.8e-05,9.8e-05
8072,9.9e-05,9.9e-05,9.7e-05
8073,0.0001,9.9e-05,9.7e-05
8074,0.000241,9.7e-05,9.7e-05
8075,0.000219,0.000101,9.8e-05
8076,0.00018,9.8e-05,0.0001
8077,0.000168,9.8e-05,9.8e-05
8078,0.000157,9.8e-05,9.7e-05
8079,0.000109,9.9e-05,9.7e-05
8080,0.000109,9.8e-05,9.8e-05
8081,0.000103,9.7e-05,9.7e-05
8082,0.000101,0.0001,9.8e-05
8083,0.000107,9.7e-05,0.000104
8084,0.000101,9.8e-05,9.9e-05
8085,0.000102,9.9e-05,9.8e-05
8086,0.0001,9.8e-05,9.8e-05
8087,0.000107,9.8e-05,9.8e-05
8088,0.000102,0.0001,9.8e-05
8089,0.000102,0.000104,9.8e-05
8090,0.0001,9.8e-05,0.000102
8091,0.0001,9.8e-05,9.8e-05
8092,0.0001,9.7e-05,0.000102
8093,0.000102,9.8e-05,9.9e-05
8094,0.000106,9.9e-05,9.9e-05
8095,0.000101,9.8e-05,9.8e-05
8096,0.0001,0.000103,9.8e-05
8097,0.0001,9.8e-05,0.000104
8098,0.0001,9.7e-05,9.9e-05
8099,0.0001,9.7e-05,9.9e-05
8100,0.000101,9.6e-05,9.9e-05
8101,0.000106,9.9e-05,9.8e-05
8102,0.0001,9.8e-05,9.8e-05
8103,0.0001,0.000104,9.8e-05
8104,0.0001,9.8e-05,9.9e-05
8105,0.000102,9.7e-05,9.8e-05
8106,0.000102,9.8e-05,9.8e-05
8107,0.0001,9.8e-05,9.8e-05
8108,0.000109,9.7e-05,9.8e-05
8109,0.0001,9.8e-05,9.8e-05
8110,0.0001,9.8e-05,9.8e-05
8111,0.0001,0.0001,0.0001
8112,0.000101,9.8e-05,9.8e-05
8113,0.0001,9.8e-05,9.8e-05
8114,0.000102,9.8e-05,9.8e-05
8115,0.000106,9.8e-05,9.9e-05
8116,0.000101,9.8e-05,9.8e-05
8117,0.0001,9.9e-05,9.9e-05
8118,0.0001,0.000105,0.0001
8119,0.0001,0.000101,9.8e-05
8120,0.000102,9.8e-05,9.9e-05
8121,0.0001,9.8e-05,9.9e-05
8122,0.000104,9.9e-05,9.9e-05
8123,0.000101,9.8e-05,9.9e-05
8124,0.000101,9.9e-05,9.8e-05
8125,0.0001,0.000106,0.0001
8126,0.0001,9.9e-05,9.9e-05
8127,0.000101,9.9e-05,9.8e-05
8128,0.000101,9.7e-05,9.9e-05
8129,0.000106,9.9e-05,9.9e-05
8130,0.000104,9.9e-05,9.9e-05
8131,0.0001,9.9e-05,9.9e-05
8132,0.0001,0.000103,0.0001
8133,0.000102,9.9e-05,9.9e-05
8134,0.0001,9.9e-05,9.9e-05
8135,0.000101,9.6e-05,9.9e-05
8136,0.000101,9.8e-05,9.9e-05
8137,0.000101,9.9e-05,9.8e-05
8138,0.000102,9.8e-05,9.8e-05
8139,0.000101,0.000106,0.0001
8140,0.000101,9.9e-05,9.9e-05
8141,0.000101,9.8e-05,9.8e-05
8142,0.000102,9.8e-05,9.9e-05
8143,0.0001,9.8e-05,9.9e-05
8144,0.000102,9.7e-05,9.9e-05
8145,0.0001,9.8e-05,0.000105
8146,0.0001,9.9e-05,0.000129
8147,0.000105,0.000101,0.000208
8148,0.000104,9.9e-05,0.000187
8149,0.000105,9.9e-05,0.000213
8150,0.000109,9.9e-05,0.000192
8151,0.000103,9.9e-05,0.000164
8152,0.000103,9.9e-05,0.0001
8153,0.000102,9.7e-05,9.9e-05
8154,0.000102,0.000103,9.9e-05
8155,0.000103,9.8e-05,0.000106
8156,0.000103,9.8e-05,0.0001
8157,0.000108,0.0001,9.9e-05
8158,0.000102,9.8e-05,9.9e-05
8159,0.000102,9.9e-05,9.9e-05
8160,0.000102,9.8e-05,9.9e-05
8161,0.000103,0.000106,0.00011
8162,0.000102,9.8e-05,0.000102
8163,0.000102,9.9e-05,9.9e-05
8164,0.000108,0.0001,9.9e-05
8165,0.000103,9.9e-05,0.0001
8166,0.000102,9.9e-05,9.9e-05
8167,0.000103,9.9e-05,9.9e-05
8168,0.000103,0.000108,0.000114
8169,0.000104,9.8e-05,0.0001
8170,0.000105,9.8e-05,9.9e-05
8171,0.000109,9.9e-05,9.9e-05
8172,0.000102,9.9e-05,0.0001
8173,0.000103,9.8e-05,0.0001
8174,0.000102,9.8e-05,0.0001
8175,0.000102,0.000106,0.000104
8176,0.000104,9.8e-05,9.9e-05
8177,0.000102,0.0001,9.9e-05
8178,0.000108,9.9e-05,9.9e-05
8179,0.000103,9.9e-05,9.9e-05
8180,0.000102,9.8e-05,9.9e-05
8181,0.000104,9.9e-05,9.9e-05
8182,0.000102,9.9e-05,0.000111
8183,0.000103,0.000105,9.9e-05
8184,0.000102,9.9e-05,9.9e-05
8185,0.000104,9.8e-05,9.9e-05
8186,0.000102,9.9e-05,0.0001
8187,0.000103,9.8e-05,9.9e-05
8188,0.000102,9.9e-05,0.0001
8189,0.000102,9.9e-05,0.000111
8190,0.000102,0.0001,0.0001
8191,0.000102,9.8e-05,0.0001
8192,0.000105,9.9e-05,9.9e-05
8193,0.000104,9.9e-05,0.0001
8194,0.000103,0.0001,9.9e-05
8195,0.000102,9.9e-05,9.9e-05
8196,0.000103,0.0001,0.000101
8197,0.000102,0.000106,0.0001
8198,0.000107,0.0001,9.9e-05
8199,0.000104,9.9e-05,0.0001
8200,0.000103,9.9e-05,9.9e-05
8201,0.000102,0.0001,9.9e-05
8202,0.000103,9.9e-05,0.000105
8203,0.000103,9.9e-05,0.000101
8204,0.000102,0.000105,9.9e-05
8205,0.000108,0.0001,9.9e-05
8206,0.000103,9.8e-05,9.9e-05
8207,0.000103,9.9e-05,9.8e-05
8208,0.000102,0.0001,9.9e-05
8209,0.000102,9.9e-05,0.000111
8210,0.000107,0.0001,9.9e-05
8211,0.000103,0.000104,9.9e-05
8212,0.000108,9.9e-05,0.0001
8213,0.000102,0.0001,9.9e-05
8214,0.000103,0.0001,9.9e-05
8215,0.000103,9.9e-05,9.9e-05
8216,0.000103,9.9e-05,0.000113
8217,0.000103,9.9e-05,9.9e-05
8218,0.000103,0.000105,9.9e-05
8219,0.000109,9.9e-05,0.000103
8220,0.000103,9.9e-05,0.0001
8221,0.000105,9.9e-05,9.9e-05
8222,0.000102,9.9e-05,9.9e-05
8223,0.000103,0.0001,0.000113
8224,0.000103,9.9e-05,9.9e-05
8225,0.000103,0.000107,9.9e-05
8226,0.000108,9.9e-05,9.9e-05
8227,0.000103,9.9e-05,9.9e-05
8228,0.000103,0.0001,9.9e-05
8229,0.000103,0.0001,9.9e-05
8230,0.000103,0.0001,0.000107
8231,0.000102,0.000169,9.9e-05
8232,0.000103,0.00017,9.9e-05
8233,0.000104,0.00017,9.8e-05
8234,0.000103,0.000171,9.8e-05
8235,0.000103,0.000138,9.9e-05
8236,0.000105,0.000107,9.9e-05
8237,0.000103,9.9e-05,0.000101
8238,0.000103,0.000101,0.0001
8239,0.000103,0.0001,9.9e-05
8240,0.000104,0.0001,9.9e-05
8241,0.000103,0.0001,9.9e-05
8242,0.000102,0.0001,9.9e-05
8243,0.000102,0.000106,0.0001
8244,0.000104,0.000101,0.000101
8245,0.000103,0.000101,0.0001
8246,0.000108,0.0001,9.9e-05
8247,0.000103,0.000105,9.9e-05
8248,0.000103,0.0001,9.9e-05
8249,0.000103,0.000102,9.9e-05
8250,0.000102,0.0001,0.000105
8251,0.000103,0.000102,0.0001
8252,0.000104,9.8e-05,0.0001
8253,0.000108,9.9e-05,9.9e-05
8254,0.000104,0.0001,9.9e-05
8255,0.000103,0.000101,9.9e-05
8256,0.000103,9.9e-05,9.9e-05
8257,0.000103,9.9e-05,0.000105
8258,0.000103,0.000102,9.9e-05
8259,0.000103,0.0001,0.0001
8260,0.000111,9.9e-05,0.0001
8261,0.000103,9.8e-05,0.0001
8262,0.000103,9.9e-05,9.9e-05
8263,0.000103,9.9e-05,0.0001
8264,0.000104,0.000101,0.000106
8265,0.000103,0.000101,0.0001
8266,0.000104,9.9e-05,0.0001
8267,0.000107,0.0001,9.9e-05
8268,0.000104,9.8e-05,9.9e-05
8269,0.000105,9.9e-05,0.0001
8270,0.000102,0.000101,0.0001
8271,0.000103,0.0001,0.000106
8272,0.000103,0.000107,9.9e-05
8273,0.000103,0.0001,0.0001
8274,0.000108,0.000101,9.9e-05
8275,0.000105,0.000101,0.0001
8276,0.000105,0.000101,0.0001
8277,0.000103,9.9e-05,0.0001
8278,0.000103,0.0001,0.000105
8279,0.000104,0.000106,0.000105
8280,0.000109,0.000101,0.000101
8281,0.000105,0.000101,0.0001
8282,0.000105,0.0001,0.0001
8283,0.000103,0.0001,0.000103
8284,0.000104,9.9e-05,0.000101
8285,0.000104,0.0001,0.000101
8286,0.000103,0.000106,0.0001
8287,0.000111,0.000101,0.000101
8288,0.000104,9.9e-05,0.0001
8289,0.000103,0.0001,0.0001
8290,0.000103,9.9e-05,0.0001
8291,0.000103,9.9e-05,0.0001
8292,0.000103,9.8e-05,0.000101
8293,0.000104,0.000109,0.0001
8294,0.000109,9.9e-05,0.000101
8295,0.000103,0.000101,0.0001
8296,0.000103,9.9e-05,9.9e-05
8297,0.000103,0.0001,0.0001
8298,0.000103,0.0001,0.000106
8299,0.000103,9.9e-05,0.0001
8300,0.000103,0.000106,0.0001
8301,0.00011,9.9e-05,0.0001
8302,0.000103,0.0001,0.0001
8303,0.000103,9.8e-05,0.0001
8304,0.000103,0.0001,0.0001
8305,0.000104,0.0001,0.000107
8306,0.000104,0.0001,0.000101
8307,0.000104,0.000108,0.0001
8308,0.000106,0.0001,0.0001
8309,0.000148,0.000101,0.000101
8310,0.000166,0.000103,0.0001
8311,0.000169,0.000101,0.000101
8312,0.000176,0.0001,0.000106
8313,0.00016,0.0001,0.000101
8314,0.000108,0.000106,0.0001
8315,0.000105,0.0001,0.0001
8316,0.000104,9.9e-05,9.9e-05
8317,0.000106,0.0001,0.0001
8318,0.00011,0.0001,9.9e-05
8319,0.000104,0.0001,0.000101
8320,0.000104,0.000101,9.9e-05
8321,0.000106,0.000109,0.0001
8322,0.000104,0.0001,0.0001
8323,0.000104,0.000101,0.0001
8324,0.000103,0.0001,0.0001
8325,0.000111,0.0001,0.0001
8326,0.000105,0.000101,0.000101
8327,0.000105,0.0001,0.0001
8328,0.000106,0.000108,0.0001
8329,0.000104,0.000102,0.0001
8330,0.000106,0.0001,9.9e-05
8331,0.000104,9.9e-05,0.0001
8332,0.000111,9.9e-05,0.000106
8333,0.000106,0.0001,0.000102
8334,0.000103,0.000101,0.0001
8335,0.000106,0.000108,0.0001
8336,0.000104,0.000101,0.000101
8337,0.000104,0.000101,0.0001
8338,0.000109,9.9e-05,9.9e-05
8339,0.000106,0.000101,0.000106
8340,0.000106,0.0001,0.0001
8341,0.000104,0.0001,0.0001
8342,0.000104,0.000105,0.0001
8343,0.000106,0.000102,0.0001
8344,0.000104,0.000102,0.0001
8345,0.000112,0.000101,0.0001
8346,0.000104,0.000101,0.000106
8347,0.000104,0.000101,0.000104
8348,0.000104,0.0001,0.000101
8349,0.000104,0.0001,0.0001
8350,0.000103,0.000102,0.0001
8351,0.000104,0.0001,0.0001
8352,0.00011,0.0001,0.0001
8353,0.000104,0.000101,0.000105
8354,0.000104,0.000101,0.0001
8355,0.000104,0.000101,0.0001
8356,0.000104,0.000101,0.000101
8357,0.000104,0.000103,0.000101
8358,0.000104,0.0001,0.0001
8359,0.000111,0.000101,0.0001
8360,0.000104,0.000101,0.000102
8361,0.000104,0.000101,0.0001
8362,0.000104,0.0001,0.0001
8363,0.000104,0.0001,0.0001
8364,0.000104,0.000103,0.0001
8365,0.000106,0.0001,0.0001
8366,0.000105,0.000101,0.0001
8367,0.000104,0.0001,0.000102
8368,0.000105,0.0001,0.0001
8369,0.000105,0.000102,0.0001
8370,0.000104,0.000101,0.0001
8371,0.000104,0.000102,0.0001
8372,0.000112,0.000101,0.000101
8373,0.000104,0.000101,0.000106
8374,0.000104,0.000104,0.000101
8375,0.000104,0.0001,0.0001
8376,0.000105,0.000101,0.0001
8377,0.000104,0.000101,0.0001
8378,0.000104,0.000103,0.0001
8379,0.00011,0.0001,0.000101
8380,0.000105,0.0001,0.000108
8381,0.000105,0.0001,0.000101
8382,0.000104,0.000102,0.000187
8383,0.000104,0.0001,0.000188
8384,0.000105,0.000101,0.00018
8385,0.000104,0.000103,0.000176
8386,0.00011,0.000102,0.000105
8387,0.000105,0.0001,0.0001
8388,0.000105,0.000101,0.0001
8389,0.000104,0.000101,9.9e-05
8390,0.000104,9.9e-05,0.000101
8391,0.000104,0.000101,0.000105
8392,0.000105,0.000103,0.000101
8393,0.000105,0.0001,0.0001
8394,0.000104,0.0001,0.0001
8395,0.000105,0.000101,0.000101
8396,0.000104,0.000101,0.000101
8397,0.000104,0.000101,0.000106
8398,0.000114,0.000112,0.000111
8399,0.000113,0.000103,0.000102
8400,0.000105,0.000101,0.000102
8401,0.000104,0.0001,0.0001
8402,0.000108,0.000102,0.000101
8403,0.000106,0.000101,0.000107
8404,0.000105,0.000101,0.000107
8405,0.000105,0.000101,0.0001
8406,0.00011,0.000102,0.0001
8407,0.000105,0.0001,0.0001
8408,0.000105,0.000101,0.0001
8409,0.000105,0.000101,0.0001
8410,0.000105,0.000101,0.000104
8411,0.000105,0.0001,0.000103
8412,0.000104,0.0001,0.000101
8413,0.000106,0.000103,0.0001
8414,0.000105,0.0001,0.0001
8415,0.000105,0.000102,0.0001
8416,0.000104,0.000101,0.0001
8417,0.000105,0.000101,0.0001
8418,0.000105,0.000101,0.000103
8419,0.000113,0.000101,0.0001
8420,0.000105,0.000102,0.0001
8421,0.000105,0.000102,0.000101
8422,0.000104,0.000101,0.000101
8423,0.000105,0.000102,0.0001
8424,0.000105,0.000101,0.000106
8425,0.000105,0.000101,0.000101
8426,0.000109,0.000102,0.0001
8427,0.000105,0.000107,0.000101
8428,0.000105,0.000101,0.000101
8429,0.000104,0.000102,0.0001
8430,0.000104,0.0001,0.0001
8431,0.000105,0.0001,0.000105
8432,0.000111,0.000101,0.000102
8433,0.000106,0.0001,0.0001
8434,0.000105,0.000103,9.9e-05
8435,0.000105,0.000101,0.0001
8436,0.000105,0.000103,0.0001
8437,0.000105,0.000101,0.0001
8438,0.000105,0.000104,0.000105
8439,0.000111,0.000101,0.0001
8440,0.000105,0.000101,0.0001
8441,0.000105,0.000103,0.0001
8442,0.000105,0.000102,0.0001
8443,0.000105,0.000101,0.0001
8444,0.000105,0.000102,0.0001
8445,0.000105,0.000101,0.000101
8446,0.000107,0.000101,0.0001
8447,0.000106,0.000109,0.0001
8448,0.000105,0.000101,0.0001
8449,0.000105,0.000102,0.0001
8450,0.000105,0.000102,0.0001
8451,0.000105,0.000101,0.0001
8452,0.000111,0.000102,0.000102
8453,0.000105,0.000102,0.0001
8454,0.000105,0.000107,0.0001
8455,0.000105,0.000101,0.0001
8456,0.000105,0.0001,9.9e-05
8457,0.000105,0.000101,0.000101
8458,0.000105,0.000102,0.000106
8459,0.00011,0.000101,0.0001
8460,0.000106,0.000102,0.0001
8461,0.000105,0.000104,0.0001
8462,0.000105,0.000102,0.0001
8463,0.000105,0.000102,0.0001
8464,0.000105,0.000102,0.0001
8465,0.000113,0.000102,0.000106
8466,0.000108,0.000101,0.000101
8467,0.000105,0.000109,0.0001
8468,0.000105,0.000102,0.000101
8469,0.000106,0.0001,0.0001
8470,0.000105,0.000165,0.0001
8471,0.000105,0.000182,0.0001
8472,0.00011,0.000188,0.000105
8473,0.000105,0.000176,0.000101
8474,0.000105,0.000186,0.000109
8475,0.000105,0.000115,0.000101
8476,0.000105,0.000109,0.0001
8477,0.000105,0.000112,0.000101
8478,0.000105,0.000101,0.0001
8479,0.000107,0.000101,0.000102
8480,0.000105,0.000101,0.0001
8481,0.000105,0.000102,0.000101
8482,0.000105,0.000102,0.0001
8483,0.000105,0.000108,0.000101
8484,0.000105,0.000102,0.000101
8485,0.000111,0.000101,0.000106
8486,0.000105,0.000102,0.000101
8487,0.000105,0.000102,0.000101
8488,0.000106,0.000101,0.0001
8489,0.000105,0.000102,0.0001
8490,0.000106,0.000107,0.000101
8491,0.000105,0.000103,0.000101
8492,0.00011,0.000102,0.000107
8493,0.000106,0.000103,0.000101
8494,0.000105,0.000102,0.000101
8495,0.000105,0.000101,0.000101
8496,0.000105,0.000102,0.000101
8497,0.000106,0.000103,0.0001
8498,0.000111,0.000102,0.000101
8499,0.000107,0.000101,0.000109
8500,0.000107,0.000101,0.0001
8501,0.000106,0.000102,0.0001
8502,0.000106,0.000106,0.0001
8503,0.000106,0.000112,0.000101
8504,0.000106,0.000103,0.000102
8505,0.000112,0.000103,0.000101
8506,0.000105,0.000103,0.000103
8507,0.000106,0.000102,0.000101
